task,l_target,depth,width,lr,params,train_loss,test_loss,test_acc,loss_5,loss_20,loss_50,loss_100
k4,3,2,32,0.005,4418,0.5364055905342102,1.1792872924804687,0.238125,0.545684247970581,0.5378549597263336,0.53757008934021,0.5378555026054382
indset4,3,3,16,0.001,1954,1.5159821361976356e-07,7.4028847762974694e-09,1.0,0.020386375784873963,0.00011473153223050759,9.344246533146361e-06,1.524352219348657e-06
indset4,3,5,32,0.005,13762,0.0,0.0,1.0,0.0,0.0,0.0,0.0
indset4,3,5,8,0.001,946,1.2352450733033038e-07,6.031982429988148e-09,1.0,0.5675549516677857,0.00024117792933247984,9.13529582612682e-06,1.3238422588983667e-06
k4,3,1,8,0.01,130,0.5477006974220275,1.1507882013320923,0.238125,0.5500752515792847,0.5481126966476441,0.5481308467388153,0.5479420428276062
indset4,3,2,32,0.01,4354,1.1229513731336737e-08,5.483626597246883e-10,1.0,2.5254127554944718e-05,2.341253950362443e-06,3.885431970047648e-07,7.860653647639992e-08
path,3,7,8,0.01,1378,0.01178289346396923,0.016710441991686822,0.99845,0.24467599320411682,0.14107304352521896,0.050234203338623044,0.02081701447069645
k4,3,5,32,0.01,13826,0.5270994257926941,1.1593843145370484,0.238125,0.5495412902832031,0.5367602615356445,0.5270994257926941,0.550299946308136
cycle,3,8,16,0.005,5954,0.1621583555340767,0.0837235072851181,0.984125,0.40965756416320803,0.2517070702314377,0.2248189651966095,0.20019335317611694
indset4,3,6,64,0.005,66562,0.0,0.0,1.0,0.0,0.0,0.0,0.0
k4,3,1,64,0.005,4610,0.545065737247467,1.1595387802124024,0.238125,0.5495792951583862,0.5470249595642089,0.5462000417709351,0.545278202533722
path,3,8,64,0.001,91522,0.0019425544670942827,0.02258362413942814,0.99885,0.2458680477142334,0.2040162342786789,0.009588839143514633,0.002272718526655808
k4,3,6,64,0.01,66690,0.5431642327308654,1.1725149402618409,0.238125,0.5480012428760529,0.5518857107162476,0.549998058795929,0.5501796355247498
cycle,3,6,8,0.005,1154,0.22756519538164138,0.07615083241462707,0.9823,0.39018103647232055,0.2808860778808594,0.2543700110912323,0.2451216826438904
indset4,3,1,64,0.01,4482,2.245902613395856e-08,1.0967252119797877e-09,1.0,6.145337398629635e-05,4.816029497305863e-06,8.006981454400375e-07,1.6844241440594487e-07
path,3,1,16,0.01,386,0.24284865164756775,0.09129548966884612,0.998225,0.24713903594017028,0.24423085725307464,0.24334940385818482,0.24324464440345764
cycle,3,3,16,0.005,1954,0.2194714684486389,0.09576923173666001,0.983975,0.2814802284240723,0.25956182074546813,0.2513496141433716,0.23643999743461608
cycle,3,5,32,0.001,13762,0.09072136926651,0.1358005768060684,0.983025,0.30557703506946565,0.25866680026054384,0.23569525766372681,0.1937182629108429
indset4,3,8,16,0.001,5954,0.0,0.0,1.0,0.005045740473549813,1.7615523574932014e-07,1.6844270284366303e-08,0.0
cycle,3,4,16,0.01,2754,0.2120944037437439,0.11858813786506653,0.984325,0.28063260889053343,0.26039965033531187,0.24898331022262574,0.2335102310180664
path,3,6,16,0.005,4386,0.002189142353949137,0.014304661586880684,0.998675,0.24284654021263122,0.06455100685358048,0.019831377014517784,0.018132092855870724
path,3,1,8,0.005,130,0.24400503420829772,0.09324091517925262,0.998225,0.3114246668815613,0.25616201269626615,0.2473352828025818,0.2447148916721344
k4,3,7,8,0.005,1378,0.5497611391544343,1.1328152418136597,0.238125,0.5502035317420959,0.550113416671753,0.5508217482566834,0.5501557426452637
cycle,3,6,64,0.001,66562,2.0548669795971362e-05,0.7017310705184937,0.9799,0.29013895893096925,0.2424878785610199,0.18525769114494323,0.032952704548835754
path,3,3,64,0.001,29442,0.17503012883663177,0.09756534838676453,0.9981,0.24237007796764373,0.20125086236000062,0.18546942710876466,0.18043789315223693
indset4,3,7,32,0.001,20034,0.0,0.0,1.0,1.1285175511147827e-05,4.1013182203641916e-07,3.930328693968477e-08,5.614756986460634e-09
indset4,3,1,16,0.005,354,2.351039640871022e-07,1.1241408657269859e-08,1.0,0.0028547960333526134,7.416220007144147e-05,1.0284963544108904e-05,2.0203514241075026e-06
k4,3,6,16,0.005,4386,0.4948587715625763,1.1511284637451171,0.2419,0.5512684674263001,0.5401820793151856,0.5300823540687561,0.5176675858497619
k4,3,1,16,0.01,386,0.5450810325145722,1.1485991382598877,0.238125,0.5511747632026672,0.5491875629425049,0.5457531337738037,0.5452340941429138
indset4,3,6,16,0.01,4354,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,7,8,0.005,1362,0.20498715245723725,0.10646975195407868,0.9839,0.39732864904403686,0.2738582546710968,0.25144644784927367,0.2289904590845108
indset4,3,4,8,0.001,738,2.658598159541725e-07,1.2886487667174152e-08,1.0,0.03579998096823692,0.00022402841271832585,1.6470287526317405e-05,2.657570959854638e-06
k4,3,3,64,0.001,29442,0.5134507236480713,1.1868301601409912,0.238475,0.542424482345581,0.5369714670181275,0.520385701417923,0.5187244410514832
cycle,3,8,64,0.01,91394,0.29148441696166993,0.18803083872795104,0.983325,0.3311582634449005,0.29421899557113645,0.41412903571128845,0.41398323273658755
indset4,3,4,64,0.001,41730,0.0,0.0,1.0,3.095939927152358e-05,1.0441425674798666e-06,0.0,0.0
indset4,3,8,8,0.01,1570,0.0,0.0,1.0,0.0,0.0,0.0,0.0
path,3,6,8,0.01,1170,0.06535536548495292,0.15042776644229888,0.99005,0.24740654444694518,0.18037937062978746,0.16067756116390228,0.14051005184650422
k4,3,6,8,0.005,1170,0.5037181937694549,1.1560296983718872,0.238875,0.5429372775554657,0.5360118176937103,0.5239359951019287,0.5129573173522949
cycle,3,7,32,0.005,20034,0.09381459671258927,0.1365433166027069,0.983725,0.39903021240234376,0.2592898119688034,0.2300158131122589,0.1830591232776642
path,3,5,32,0.01,13826,0.01707513701915741,0.23389130806922911,0.98265,0.24294638395309448,0.13899562963843345,0.051581791266798974,0.024751329332590104
cycle,3,1,16,0.001,354,0.2780655450820923,0.11597241175174713,0.983325,0.33250837421417234,0.27993460988998414,0.2805812969207764,0.2785894463062286
path,3,2,32,0.005,4418,0.23124772334098817,0.11484926903247833,0.998225,0.23860193800926208,0.23274693465232849,0.23289602947235108,0.23170862507820128
path,3,4,16,0.001,2786,0.1141725406050682,0.05481281462311745,0.998275,0.4307074754238129,0.2122026664018631,0.19147241032123566,0.1313625771999359
cycle,3,4,64,0.005,41730,0.015292880795896054,0.5934574294090271,0.98405,0.2809429728984833,0.25193958258628846,0.20852802217006683,0.10245564591884614
path,3,6,64,0.01,66690,0.2434134681224823,0.2336918134689331,0.98265,0.24706549501419067,0.24431370615959166,0.4790684666633606,0.4771917109489441
cycle,3,1,8,0.01,114,0.2782094571590424,0.12884072923660278,0.98335,0.3290769281387329,0.2832646048069,0.2808533687591553,0.282742666721344
path,3,1,64,0.005,4610,0.24285101771354675,0.09618175023794175,0.998225,0.25632801532745364,0.24631139421463014,0.24370358753204346,0.24371856784820556
cycle,3,3,64,0.01,29314,0.1706525341272354,0.13822556114196777,0.98425,0.29160213661193846,0.2688661732673645,0.2528615126609802,0.22791715669631957
k4,3,8,64,0.001,91522,0.3389937491416931,1.187349739074707,0.240225,0.5505492420196533,0.5343119587898254,0.4765988767147064,0.36906143140792846
cycle,3,2,64,0.005,16898,0.22366103625297545,0.18319279444217682,0.983425,0.29618544125556945,0.2769383616447449,0.26504191184043885,0.2566332380771637
cycle,3,5,64,0.01,54146,0.19751146686077117,0.1861954505443573,0.983325,0.28951868653297425,0.26038181579113007,0.24069291925430297,0.20208255350589752
path,3,7,64,0.005,79106,0.0020584734034940766,0.0704203919172287,0.998975,0.2536948162317276,0.038465171903371814,0.00962644555233419,0.018254063298925757
cycle,3,2,8,0.01,322,0.2636588178873062,0.13451691544055938,0.98335,0.2860590193271637,0.2748638126850128,0.2730129361152649,0.26641948890686035
path,3,3,32,0.01,7554,0.17706585335731506,0.09252248919010163,0.9983,0.22266411304473877,0.18783131313323975,0.18273342180252075,0.17958957946300508
cycle,3,1,32,0.005,1218,0.2775206756591797,0.11436964094638824,0.983325,0.2853317917585373,0.28196978044509885,0.2792561259269714,0.2794389131069183
cycle,3,7,16,0.001,5154,0.19061586093902588,0.11144263398647308,0.984225,0.39895477294921877,0.2622454044818878,0.24753222489356994,0.22875725746154785
path,3,3,8,0.005,546,0.17960419273376466,0.09280595630407333,0.998325,0.2633724671602249,0.21321962571144104,0.19182139468193055,0.19020815229415894
k4,3,5,8,0.005,962,0.5166269252300263,1.1346061429977417,0.238825,0.549816621541977,0.5466976404190064,0.5389745097160339,0.5254735956192017
cycle,3,6,32,0.01,16898,0.21963921010494233,0.09178012245893478,0.983875,0.3058984067440033,0.2673516011238098,0.24887721729278564,0.23505888748168946
path,3,4,32,0.005,10690,0.05809322607517242,0.08419872611761094,0.9862,0.22372937679290772,0.12330352276563644,0.11285200333595276,0.0928637188076973
path,3,2,16,0.001,1186,0.2311083734035492,0.09383615601062775,0.998225,0.38498100876808167,0.23909590089321137,0.23382745838165284,0.2339479947090149
indset4,3,2,64,0.001,16898,1.122950219496488e-07,5.483621183799414e-09,1.0,0.0030915133506059646,4.357373612583615e-05,5.605429603747325e-06,1.043272384777083e-06
k4,3,3,8,0.01,546,0.5355003292560577,1.2403764429092408,0.238125,0.5431498279571533,0.5402702269554138,0.538199866771698,0.5370298404693603
k4,3,5,64,0.001,54274,0.37246835374832155,1.165314971923828,0.2401,0.5510698294639588,0.5336228287220002,0.49609431982040403,0.44303375053405764
path,3,5,8,0.01,962,0.04548961436748505,0.04791298878192902,0.9874,0.28756423687934873,0.17617785465717314,0.1097158083319664,0.05799266567826271
indset4,3,7,8,0.001,1362,5.614756990013348e-09,2.7418134784795713e-10,1.0,0.016793919026851654,2.0106033800402656e-05,3.553138590177696e-07,5.614754132921007e-08
k4,3,6,32,0.001,16962,0.37884003353118895,1.2329898195266724,0.241575,0.5501417455673218,0.5394345631599426,0.517919723033905,0.4760143327713013
cycle,3,4,8,0.005,738,0.23053511822223663,0.10902185523509979,0.984225,0.2920668387413025,0.2738350737094879,0.2564833617210388,0.24230454194545745
indset4,3,1,32,0.001,1218,2.4111607708618976e-06,1.1652412808871304e-07,1.0,0.021235541120171546,0.0011479867789894343,0.00012722672452218832,2.2388732773833907e-05
indset4,3,7,16,0.005,5154,0.0,0.0,1.0,5.614757025540484e-09,5.6147569935660614e-09,0.0,0.0
path,3,8,32,0.01,23234,0.24270877945423125,0.23142931723594665,0.98265,0.2434343240261078,0.24379845654964447,0.4771141109466553,0.47722845792770385
k4,3,7,16,0.01,5186,0.5386571061611175,1.1385676860809326,0.238125,0.5504133276939392,0.543601948261261,0.5427211477756501,0.5502182636260986
k4,3,4,8,0.005,754,0.5176539034843445,1.2074341163635254,0.23845,0.5492543773651123,0.5417598857879639,0.5392617139816284,0.5284111423492431
path,3,2,8,0.005,338,0.23146516454219818,0.12067403745651245,0.998225,0.27680427658557893,0.24053769397735597,0.23298334789276123,0.23230843865871428
path,3,5,64,0.001,54274,0.0022013757602326223,0.08354365170001983,0.98985,0.2423542140722275,0.15227757894992827,0.027281534299254416,0.013789440093853045
k4,3,8,32,0.01,23234,0.5409471559524536,1.1677310276031494,0.238125,0.5461569662094117,0.5430249364376069,0.5509819850921631,0.5501352260112763
cycle,3,5,16,0.005,3554,0.15923218762874602,0.11449254834651947,0.9837,0.2889955780506134,0.26444003772735597,0.23127585387229918,0.20082892608642577
path,3,7,16,0.01,5186,0.007773085781373083,0.014214526742696762,0.998425,0.24437115836143494,0.18849953109025955,0.03443258067965507,0.02188769280910492
cycle,3,3,32,0.001,7490,0.2173830201625824,0.10075797647237777,0.984175,0.303318528175354,0.2674570713043213,0.25697754907608034,0.24405320310592651
cycle,3,3,8,0.01,530,0.24259335708618163,0.10996247339248658,0.983725,0.2819230682849884,0.2805973448753357,0.26567027568817136,0.24774761748313903
cycle,3,2,16,0.01,1154,0.2557899646759033,0.11168110966682435,0.98335,0.2815587490797043,0.2778331005573273,0.2655577392578125,0.2630901606082916
path,3,6,32,0.001,16962,0.0020878502854029648,0.01827117658406496,0.997375,0.2647669366002083,0.1969932165145874,0.05513996410369873,0.008454372271895409
indset4,3,8,32,0.005,23170,0.0,0.0,1.0,0.0,0.0,0.0,0.0
k4,3,7,64,0.005,79106,0.4588553032875061,1.1551913547515869,0.238125,0.5458815679550171,0.5384144592285156,0.5225415983200073,0.5035628423690796
cycle,3,5,8,0.005,946,0.23430206441879273,0.09150656187534333,0.983725,0.3416843228340149,0.2782038706541061,0.27185761094093325,0.2515925236940384
indset4,3,7,64,0.01,78978,0.0,0.0,1.0,0.0,0.0,0.0,0.0
path,3,4,8,0.01,754,0.24401777958869933,0.08476980859041214,0.998225,0.34951394295692445,0.24406944179534912,0.2440760954618454,0.2441108067035675
k4,3,2,8,0.01,338,0.5366713464260101,1.2521025819778442,0.238125,0.5451281332969665,0.5427736554145813,0.5387573313713073,0.5376584532260895
indset4,3,5,16,0.001,3554,0.0,0.0,1.0,0.011055512607097626,1.0362270229961722e-05,7.787936175418508e-08,0.0
indset4,3,3,32,0.005,7490,0.0,0.0,1.0,2.3338139885709097e-07,1.1229513841470861e-08,0.0,0.0
k4,3,2,16,0.001,1186,0.5361627044677735,1.2142927598953248,0.238125,0.5433928923606872,0.5413193764686585,0.5374064469337463,0.5367760705947876
k4,3,4,32,0.005,10690,0.48822517681121824,1.2930666160583497,0.239025,0.5503692197799682,0.5323562817573547,0.5184938988685608,0.5045622248649597
cycle,3,8,32,0.001,23170,0.048744330048561095,0.15379860532283782,0.982975,0.406235205411911,0.27113230514526365,0.22907911562919617,0.1771070636510849
k4,3,3,32,0.01,7554,0.5311323652267456,1.222199420928955,0.23845,0.5443957681655884,0.5373970851898193,0.5345746326446533,0.5335074949264527
path,3,8,8,0.001,1586,0.04716273385286331,0.050779193341732025,0.99465,0.48818763709068297,0.24455698704719545,0.21212969064712525,0.10917252099514008
indset4,3,6,8,0.001,1154,0.0,0.0,1.0,0.019702462673187256,1.2747101944114547e-05,1.684427031989344e-08,0.0
indset4,3,4,32,0.01,10626,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,7,64,0.001,78978,0.0003314857501536608,0.4168634123802185,0.98075,0.3959493079185486,0.263304643034935,0.22129388165473937,0.09575905513763427
path,3,2,8,0.01,338,0.2313258743286133,0.11012151831388474,0.998225,0.2445926595926285,0.23454539442062378,0.23307163083553314,0.23325854539871216
k4,3,4,8,0.01,754,0.5406823797225953,1.1513043165206909,0.238125,0.5443568029403687,0.543235152721405,0.5453494563102722,0.5416559147834777
path,3,2,64,0.001,17026,0.23115157294273375,0.10765296149253845,0.998225,0.2639028570652008,0.23404581952095033,0.23197341918945313,0.2321157658100128
k4,3,8,8,0.001,1586,0.5499290103912353,1.1483351573944092,0.238125,0.574041832447052,0.5501015224456787,0.5500101222991943,0.550029230594635
indset4,3,8,32,0.01,23170,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,4,32,0.001,10626,0.14525035631656646,0.12458176517486572,0.983825,0.31019947600364683,0.26324002277851105,0.2396973514556885,0.2112411367893219
cycle,3,2,16,0.005,1154,0.25980881953239443,0.1117540204524994,0.9833,0.2834712541103363,0.2796911467313766,0.27146669864654543,0.2659381420612335
cycle,3,3,8,0.005,530,0.24516527223587037,0.09404561722278595,0.983725,0.2972564742565155,0.2804749314785004,0.271667653799057,0.25526126837730406
path,3,1,32,0.001,1282,0.24304298329353333,0.10416736280918121,0.998225,0.3753616898059845,0.2509835391044617,0.24403992807865144,0.24343182814121248
cycle,3,5,16,0.01,3554,0.16690910911560058,0.1886459191441536,0.9531,0.27100518441200255,0.25887619161605835,0.22281941306591033,0.19774101519584655
path,3,7,16,0.005,5186,0.00202883535833098,0.01662108701467514,0.999025,0.24424110317230224,0.18402514362335204,0.031219909109175204,0.005613120622001588
k4,3,8,32,0.005,23234,0.40084185457229615,1.1820739488601684,0.241925,0.5494319858551026,0.5395082833766938,0.5169945063591004,0.48252183413505556
indset4,3,7,64,0.005,78978,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,5,8,0.01,946,0.23003567147254944,0.10929370725154877,0.9839,0.318604074716568,0.2678588683605194,0.252163724899292,0.24509856700897217
k4,3,7,64,0.01,79106,0.5499046375751495,1.1601487302780151,0.238125,0.5517843909263611,0.5504156713485717,0.5501462588310242,0.5501832489967347
indset4,3,4,32,0.005,10626,0.0,0.0,1.0,3.368853532492722e-08,5.614757085936617e-09,0.0,0.0
indset4,3,2,16,0.001,1154,5.090745526104001e-07,2.4676192083461502e-08,1.0,0.011361040368676186,0.00027119254902936517,2.839551807846874e-05,4.891093798505608e-06
k4,3,3,32,0.005,7554,0.5150163497924805,1.1832394094467162,0.23845,0.54233323097229,0.5323002190589905,0.5212756741046906,0.5181935157775879
k4,3,5,16,0.001,3586,0.5025046911239625,1.1802977848052978,0.2385,0.5500532932281494,0.5484874844551086,0.5332985029220582,0.5197944211959838
k4,3,4,32,0.01,10690,0.5022884635925293,1.1930829677581787,0.23845,0.5447277956008911,0.5359700150489807,0.521402651309967,0.5107730383872986
indset4,3,3,32,0.01,7490,0.0,0.0,1.0,1.1229513852129002e-08,0.0,0.0,0.0
k4,3,2,8,0.005,338,0.5368199119567871,1.2086576795578003,0.238125,0.5441120653152466,0.5442972512245178,0.5389260578155518,0.5373190412521363
path,3,4,8,0.005,754,0.12510935354232788,0.055817422389984134,0.998425,0.27942044162750246,0.2211549950838089,0.15290318065881728,0.13519725662469864
cycle,3,2,8,0.005,322,0.26609030628204344,0.10835395562648774,0.983325,0.28416736268997195,0.27800903177261355,0.2762665178775787,0.2770607373714447
cycle,3,5,64,0.005,54146,0.018258212834596634,0.17295855188369752,0.9834,0.2743178379535675,0.2579269254207611,0.2040722897052765,0.09613368627429009
path,3,7,64,0.01,79106,0.24276796817779542,0.23728833937644958,0.98265,0.24778278040885926,0.3606601414680481,0.47717537236213686,0.4773283727169037
cycle,3,2,64,0.01,16898,0.25294155848026273,0.09849325358867646,0.9834,0.30289095199108124,0.28120804047584536,0.2732400869131088,0.2638452739715576
cycle,3,6,32,0.005,16898,0.07880812200903893,0.17448831105232238,0.982825,0.2808713314533234,0.2501326537132263,0.21465923595428466,0.1623508379459381
path,3,4,32,0.01,10690,0.07914011216163636,0.06742685216665267,0.995525,0.23383710670471192,0.1297197414636612,0.1112814490199089,0.10066319060325622
k4,3,5,8,0.01,962,0.5101192502975463,1.2390169696807862,0.23845,0.5505071806907654,0.5384658932685852,0.5229428548812867,0.5151192984580993
path,3,3,8,0.01,546,0.18293301248550414,0.09761031025648118,0.998325,0.2780240474939346,0.20724096727371216,0.19850544607639312,0.19541407334804534
path,3,5,16,0.001,3586,0.03817126670479774,0.10825058662891388,0.985525,0.4816395962238312,0.2375154387950897,0.16839199924468995,0.08413481813669205
path,3,3,32,0.005,7554,0.1756427505016327,0.09481237208843231,0.998325,0.23115234804153442,0.18900877749919892,0.18254119181632997,0.1803085515499115
cycle,3,1,32,0.01,1218,0.27793775510787966,0.12617826569080354,0.983325,0.29180739843845366,0.2835764853954315,0.2806188180446625,0.2787959883213043
indset4,3,1,8,0.001,114,1.2867338577052578e-05,6.217622335498163e-07,1.0,0.04322012430429459,0.007534777626395226,0.0009385951664298773,0.0001604097855743021
indset4,3,5,64,0.001,54146,0.0,0.0,1.0,2.2953940479055745e-06,5.614757071725762e-09,0.0,0.0
k4,3,2,64,0.001,17026,0.5360654249191285,1.2072406854629516,0.238125,0.5428299331665039,0.5413567228317261,0.5372775402069092,0.5370297889709472
path,3,5,8,0.005,962,0.059984506368637086,0.1462918165922165,0.98515,0.24641468274593353,0.19507850253582001,0.1424835343360901,0.11103593897819519
k4,3,3,8,0.005,546,0.5216761112213135,1.1986984729766845,0.23845,0.549140971660614,0.5366605863571167,0.52772247838974,0.5244489960670471
k4,3,7,16,0.005,5186,0.5065688548088074,1.1437118721008301,0.238475,0.5504004554748535,0.5406461029052735,0.5318129496574402,0.5246492676734924
k4,3,1,32,0.001,1282,0.5452355723381043,1.1249249124526977,0.238125,0.5504691858291626,0.5489862852096558,0.5475912928581238,0.5465836672782898
cycle,3,8,8,0.001,1570,0.23823744297027588,0.09464396804571151,0.98385,0.4152242569923401,0.29817046332359315,0.2684976145029068,0.25533886098861697
path,3,8,32,0.005,23234,0.001926110212653839,0.015984269186854364,0.99935,0.24488453304767607,0.08204887911677361,0.013855386555194854,0.001987058315605282
indset4,3,6,32,0.001,16898,0.0,0.0,1.0,3.668282215221552e-05,5.614756986460634e-09,0.0,0.0
indset4,3,7,16,0.01,5154,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,4,8,0.01,738,0.2264089834690094,0.09338487678766251,0.98405,0.2904420714378357,0.2628328628540039,0.2471970431804657,0.23777806532382964
cycle,3,7,8,0.01,1362,0.2216999968290329,0.0900921248793602,0.984425,0.3299959828853607,0.26386336743831634,0.24296480107307433,0.24386565947532654
indset4,3,6,16,0.005,4354,0.0,0.0,1.0,2.532356061237806e-07,3.5500515281228215e-08,5.6147570219877706e-09,0.0
path,3,8,16,0.001,5986,0.005506742352619767,0.007851950868964196,0.9985,0.464205358505249,0.22751473474502565,0.158595263004303,0.0530397327542305
k4,3,1,16,0.005,386,0.5450006361007691,1.1423850431442262,0.238125,0.5512457246780396,0.54745148062706,0.5457687005996704,0.5453219604492188
k4,3,7,32,0.001,20098,0.3795171573162079,1.1660604095458984,0.24155,0.5506369442939758,0.5443699140548706,0.5291897273063659,0.4831265606880188
k4,3,6,16,0.01,4386,0.5390225949287415,1.152171537399292,0.238125,0.5514924478530884,0.5428482446670532,0.5473024528026581,0.5467020139694214
indset4,3,1,16,0.01,354,4.491804082817907e-08,2.193449876841669e-09,1.0,0.00021244562533684076,1.1592879352974705e-05,1.7954900959011865e-06,3.657863321677723e-07
path,3,6,8,0.005,1170,0.0665109892487526,0.044826057702302934,0.992325,0.3695376319885254,0.23239984464645386,0.19313245368003845,0.13646463537216186
k4,3,4,64,0.001,41858,0.47816698837280275,1.2046969509124756,0.239025,0.547044554233551,0.5372866406440735,0.5154075322151184,0.5018304793834686
indset4,3,8,8,0.005,1570,0.0,0.0,1.0,1.0662136492101126e-06,1.8800460168222345e-07,0.0,0.0
indset4,3,3,64,0.001,29314,0.0,0.0,1.0,0.00023222746653482317,7.572172693471657e-06,2.1476696190347866e-07,2.245902605579886e-08
cycle,3,8,64,0.005,91394,0.08243950575590134,0.13402418851852416,0.983925,0.35032930278778074,0.2536949272155762,0.2231746652126312,0.1893888920545578
indset4,3,2,8,0.001,322,6.634903702433803e-07,3.207899629842359e-08,1.0,0.02920553919672966,0.0006878448138013482,4.3663917138474065e-05,6.729420107149054e-06
cycle,3,6,16,0.001,4354,0.2165504152774811,0.12110396349430085,0.9838,0.3856202530860901,0.2704267802238464,0.26068131923675536,0.24496205019950867
path,3,2,32,0.01,4418,0.23132910406589507,0.11349855321645737,0.998225,0.2352588677406311,0.23448185276985167,0.23297955524921418,0.2319026700258255
path,3,3,16,0.001,1986,0.1816176398396492,0.09327434009313583,0.9983,0.3743289504051209,0.23425917053222656,0.214990469455719,0.19094574284553528
cycle,3,7,32,0.01,20034,0.2251419404745102,0.1887114460468292,0.983325,0.2915677617788315,0.25756681537628173,0.23425977182388305,0.41394074773788453
path,3,5,32,0.005,13826,0.002010848636557057,0.023700112462043763,0.991875,0.23980603432655334,0.10287347662448883,0.03675864246487617,0.016598564460873603
k4,3,6,8,0.01,1170,0.5311499218940735,1.252673295021057,0.238125,0.5515908164978027,0.5507020440101623,0.5398687305450439,0.540163468837738
path,3,1,64,0.01,4610,0.2429408860206604,0.09252704298496246,0.998225,0.24841884016990662,0.24547605514526366,0.24573547768592835,0.24364787983894348
cycle,3,3,64,0.005,29314,0.06376050639152527,0.19625664615631103,0.96545,0.28671528673172,0.26193991708755493,0.23164329767227174,0.18551647484302522
indset4,3,8,64,0.001,91394,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,1,8,0.005,114,0.2782601454257965,0.11953141617774964,0.983325,0.2897909483909607,0.280146663069725,0.2806430850028992,0.28029235506057737
cycle,3,4,64,0.01,41730,0.11028271746635437,0.185890806555748,0.983325,0.33959100365638734,0.27024376225471497,0.24007047379016877,0.19537314796447755
path,3,6,64,0.005,66690,0.003013690351275727,0.01095801629126072,0.998325,0.36057141494750977,0.05059210532903671,0.019034434848465027,0.004879461757838726
cycle,3,8,16,0.01,5954,0.2015170795917511,0.08970195448398591,0.984275,0.2967408945560455,0.2533997955322266,0.24502574372291566,0.22909108662605285
k4,3,5,32,0.005,13826,0.4324518132209778,1.1652096576690674,0.2394,0.5433091368675232,0.5247671165466309,0.5058605747222901,0.47404043292999265
k4,3,3,16,0.001,1986,0.5199518947601318,1.1899033603668212,0.23845,0.5489499697685242,0.5403744921684265,0.5365384283065796,0.5341251530647277
path,3,7,8,0.005,1378,0.007902172425761819,0.010555185690522193,0.998925,0.2823404176235199,0.14049093627929687,0.055356959283351895,0.021082975834608077
indset4,3,2,32,0.005,4354,1.6844270177784892e-08,8.225439547260294e-10,1.0,6.317595073778648e-05,4.402604405186139e-06,7.072335833981925e-07,1.4598347036098858e-07
indset4,3,4,16,0.001,2754,0.0,0.0,1.0,0.011851592913269997,2.3760634852806107e-05,1.1606202144776035e-07,5.6147570681730485e-09
k4,3,1,8,0.005,130,0.5451590385437012,1.1593836088180542,0.238125,0.5501100568771362,0.548923059463501,0.5459508295059204,0.5455224714279174
indset4,3,5,32,0.01,13762,0.0,0.0,1.0,0.0,0.0,0.0,0.0
k4,3,2,32,0.01,4418,0.5364413747787475,1.2158230409622193,0.238125,0.5409394569396972,0.5386274781227112,0.5372730598449708,0.5372022576332093
indset4,3,1,64,0.005,4482,6.176229140919531e-08,3.015992895427644e-09,1.0,0.0002627104625571519,1.554134156322107e-05,2.5050808653759305e-06,5.219370887061814e-07
k4,3,6,64,0.005,66690,0.4525353815555572,1.0812580280303956,0.23885,0.5437380676269531,0.5400444738864899,0.5362031178474427,0.5197453804016113
cycle,3,6,8,0.01,1154,0.21497201466560364,0.08499935173988342,0.98445,0.35244479846954346,0.26638423776626585,0.24956625986099243,0.24024354934692382
k4,3,1,64,0.01,4610,0.5451880779266357,1.1483432559967042,0.238125,0.548870623588562,0.5470056624412537,0.5456439785957337,0.5454477491378784
indset4,3,6,64,0.01,66562,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cycle,3,2,32,0.001,4354,0.26148323142528535,0.11531663060188294,0.98335,0.3124704186916351,0.2788039221763611,0.27451698994636536,0.2677486004829407
cycle,3,4,16,0.005,2754,0.1962111871242523,0.08876453316211701,0.9827,0.283422464966774,0.264142471075058,0.2416552746295929,0.22145177412033082
path,3,6,16,0.01,4386,0.007015659420751035,0.019968276992440224,0.998175,0.23623275661468507,0.05476760283112526,0.026021930009126663,0.011934559344314038
k4,3,8,16,0.001,5986,0.49152049732208253,1.1840855083465576,0.2402,0.5504538314342499,0.549704110622406,0.5360198850631714,0.5163358345031738
path,3,7,32,0.001,20098,0.002083203774061985,0.030077610224485397,0.9983,0.45739723944664,0.22208669722080232,0.029724247351288795,0.005044802296499256
path,3,1,16,0.005,386,0.2434163134098053,0.07368183475732804,0.998225,0.2886678886413574,0.2460048773288727,0.24698269963264466,0.24424317121505737
cycle,3,3,16,0.01,1954,0.21682096767425538,0.10817563736438751,0.984025,0.2860195691585541,0.26241070580482484,0.24573584139347077,0.23488723921775817
indset4,3,3,8,0.001,530,1.6279788792417093e-07,7.677065696043427e-09,1.0,0.009429600343108177,0.00013690128037706017,1.0760073608253152e-05,1.6782402117314633e-06
